citation,agency,organization,journal,university,book
"Environmental Protection Agency. (2013j). Forestry – Facts and Figures. Retrieved September 2013, from http://www.epa.gov/agriculture/forestry.html",Environmental Protection Agency,,,,
"Environmental Protection Agency. (2013k). Clean Air Act. Retrieved December 2014, from http://epa.gov/oar/caa/title1.html",Environmental Protection Agency,,,,
"Environmental Protection Agency. (2014a). U.S. EPA Agriculture and Forestry. Retrieved August 2014, from http://www.epa.gov/agriculture/forestry.html",Environmental Protection Agency,,,,
"Environmental Protection Agency. (2014b). National Greenhouse Gas Emissions Data. Retrieved September 2014, from http://www.epa.gov/climatechange/ghgemissions/usinventoryreport.html",Environmental Protection Agency,,,,
"Environmental Protection Agency. (n.d.). Coastal Watershed Factsheets - Oceans and Coastal Protection: Your Coastal Watershed. Retrieved February 2013, from Water: Oceans, Coasts, Estuaries & Beaches: http://www.water.epa/gov/type/oceb/fact1.cfm",Environmental Protection Agency,,,,
"ESRI. (2010). USA Soil Survey. Retrieved October 2013, from http://www.arcgis.com/home/item.html?id=204d94c9b1374de9a21574c9efa31164",,Organization,,,
"Evers, B. J., Blanco-Canqui, H., Staggenborg, S., & Tatarko, J. (2013). Dedicated bioenergy crop impacts on soil wind erodibility and organic carbon in Kansas. Retrieved April 8, 2014, from http://krex.ksu.edu",,,,University,
"Executive Order 11988. (1977). 68 FR 5429, Floodplain Management. Retrieved July 2014, from http://www.fema.gov/media-library-data/20130726-1438-20490-9495/eo11988.pdf",Federal Register,,,,
"Executive Order 12898. (1994). Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations. Published February 16, 1994; 59 Federal Register 7629. Retrieved November 25, 2013, from https://federalregister.gov/a/94-3685",Federal Register,,,,
Extension Forest Resources Department. (1990). Georgia Forest Landowner's Manual. Athens: Cooperative Extension Service University of Georgia. doi:10.1071/WF9930169,,,,University,
"Fawcett, R., & Towery, D. (2002). Conservation and plant biotechnology: How new technologies can improve the environment by reducing the need to plow. Conservation Technology Information Center.",,Organization,,,
"Federal Register. (1994). Plant-Pesticides Subject to the Federal Insecticide, Fungicide, and Rodenticide Act; Proposed Rule. Retrieved April 2014, from http://www.epa.gov/fedrgstr/EPAPEST/1994/November/Day-23/pr-53.html",Federal Register,,,,
"Fernandez-Cornejo, J., Wechsler, S., Livingston, M., & Mitchell, L. (2014). Genetically Engineered Crops in the United States: Economic Research Report Number 162. Retrieved April 2014, from USDA/ERS: http://www.ers.usda.gov/publications/err-economic-research-report/err162.aspx",USDA ERS,,,,
"Firbank, L. (2008). Assessing the Ecological Impacts of Bioenergy Projects. Bioenergy Research. Florida Department of Environmental Protection. (2012). Integrated Water Quality Assessment for Florida: 2012 305(b) Report and 303(d) List Update. Division of Environmental Assessment and Restoration. Tallahassee, Florida: FL DEP.",Florida Department of Environmental Protection,,,,
"Florida Office of Economic & Demographic Research. (2012). Florida Population by County, 1970 through 2040 [Data File]. Florida State Legislature. Based on the Florida Demographic Estimating Conference, February 2013 and University of Florida, Bureau of Economic and Business Research, Florida Population Studies, Volume 46, Bulletin 165, March 2013 medium county projections. Retrieved September 11, 2013, from http://edr.state.fl.us/Content/population-demographics/data/index.cfm",Florida Office of Economic & Demographic Researc,,,,
"Food and Agriculture Organization of the United Nations. (1997). Land Cover and Land Use. Retrieved April 2014, from AFRICOVER Land Cover Classification: http://www.fao.org/sd/EIdirect/EIre0044.htm",,Organization,,,
"Frost, B. (2005). Fire Resistant Landscaping Plants for the Cool Area. University of California. El Dorado County: University of California Cooperative Extension. Retrieved October 18, 2013, from http://cecentralsierra.ucanr.edu/files/88247.pdf",,,,University,
"Geo-Marine, Inc. (2010). Biomass Crop Assistance Program Programmatic Environmental Impact Statement. United States Department of Agriculture, Farm Service Agency.",USDA FSA,,,,
"Georgia Department of Natural Resources. (2005). A Comprehensive Wildlife Conservation Strategy for Georgia. Wildlife Resources Division. Georgia Department of Natural Resources. Retrieved July 2, 2013, from http://www1.gadnr.org/cwcs/Documents/strategy.html",Georgia Department of Natural Resources,,,,
"Georgia Department of Natural Resources, The Nature Conservancy, Jordan, Jones & Goulding, Inc. (2000). Chattahoochee River Greenway Planning and Implementation Handbook: Comprehensive Inventory – Chapter 3 (Piedmont). Georgia DNR, TNC, Jordan, Jones & Goulding, Inc. Retrieved September 2013, from Georgia Community Greenspace Program: http://www1.gadnr.org/greenspace/c_pdfs/21ciCh3Pied001.pdf",Georgia Department of Natural Resources,,,,
"Georgia Emergency Management Agency. (2013). Hurricanes in Georgia. Retrieved October 2013, from Georgia Emergency Management Agency/Homeland Security: http://www.gema.ga.gov/gemaohsv10.nsf/c6049b8deb5d38a185257726003aa1dd/68ec9214ddb5b64a8525773500716735",Georgia Emergency Management Agency,,,,
"Georgia Forestry Commission. (2005). Georgia Forestry Commission. Retrieved June 2014, from http://www.gfc.state.ga.us/forest-fire/wildfire-prevention/law-enforcement/index.cfm",Georgia Forestry Commission,,,,
"Georgia Governor's Office of Planning and Budget. (2012). Georgia Residential Population Projections [Data File]. Retrieved September 19, 2013, from http://opb.georgia.gov/population-projections",Georgia Governor's Office,,,,
"Geotimes. (2007). Appalachian Mountains Becoming More Rugged. Retrieved October 2013, from http://www.geotimes.org/mar07/article.html?id=geophen.html",,Organization,,,
"Glover, J. D. (2007). Future Farming: A Return to Roots? Scientific American, 82-89.",,Organization,,,
"Hales, T., Scharer, K., & Wooten, R. (2011). Southern Appalachian hillslope erosion rates measured by soil and detrital radiocarbon in hollows. Retrieved October 2013, from http://coweeta.uga.edu/publications/10632.pdf",,,,University,
"Headwaters Institute. (2013). Economic Profile System-Human Dimensions Toolkit, Non-Labor Income Report, Non-Labor Income Relative Size. Retrieved September 2013, from http://headwaterseconomics.org/tools/eps-hdt",,Organization,,,
"Heap, I. (2013). The International Survey of Herbicide Resistant Weeds. Retrieved November 2013, from www.weedscience.org",,Organization,,,
"Henderson, J. E., & Munn, I. A. (2012). Optimal management of loblolly pine considering biofuel markets and low sawtimber prices. Retrieved November 2013, from Alabama Forest Owner's Association: http://www.afoa.org/PDF/CIL1209a.pdf",,Organization,,,
"Herz, W. R. (1997). Policy Planning to Reduce Greenhouse Gas Emissions in Alabama- Final Report. Retrieved 1 28, 2014, from http://aceee.org/energy-efficiency-sector/state-policy/Alabama/161/all/194",,Organization,,,
"Holmen, B., Miller, D. R., Hiscox, A. L., Yang, W., Wang, J., Sammis, T. W., & Bottoms, R. (2006). Emissions Approaches and Uncertainties - Crop: Aerosol Emissions from Field Planting Operations. Workshop on Agricultural Air Quality: State of the Science, (pp. 169-173). Retrieved March 17, 2014, from http://www.ncsu.edu/airworkshop/",,,,University,
"Houston Advanced Research Center. (n.d.). Mississippi Alluvial & Southeast US Coastal Plains. (H. A. Center, Producer) Retrieved July 2013, from http://gulfcoast.harc.edu/Biodiversity/Ecoregions/MississippiAlluvialSoutheastUSCoastalPlains/tabid/220/Default.aspx",,,,University,
"Hoyle, Z. (2012). Recession Effects on Southern Forest Industries. Retrieved October 2013, from CompassLive, Southern Research Station: http://www.srs.fs.usda.gov/compass/2012/07/12/recession-effects-onsouthern-forest-industries/",Forest Service,,,,
Intergovernmental Panel on Climate Change. (2014). Fifth Assessment Report (AR5). Retrieved from http://ipcc.ch/report/ar5/index.shtml,,Organization,,,
"Invasive Species Advisory Committee. (2006). Invasive Species Definition Clarification and Guidance White Paper. Retrieved April 2014, from The National Invasive Species Council (NISC): http://www.invasivespeciesinfo.gov/docs/council/isacdef.pdf",National Invasive Species Council,,,,
"Irmak, S. (2009). Estimating Crop Evapotranspiration from Reference Evapotranspiration and Crop Coefficients. Retrieved August 2014, from NebGuide, The Board of Regents of the University of Nebraska on behalf of the University of Nebraska–Lincoln Extension: http://www.ianrpubs.unl.edu/pages/publicationD.jsp?publicationId=1237",,,,University,
"Jacquet, J. (n.d.). Social & Economic Impacts to Sublette County, WY from Natural Gas Development. Impact summary produced by Sublette County Socioeconomic Analyst, approximately 2007. Retrieved May 2, 2014, from http://www.sublettewyo.com/DocumentCenter/Home/View/282",,Organization,,,
"Kahle, M. (Undated). Teaching Georgia's Regions with Soils. Retrieved October 2013, from https://eeag.memberclicks.net/assets/Documents/COOL_resources/ols%20ga%20soils%20followup%20.Pdf",,Organization,,,
"Kenny, J., Barber, N., Hutson, S., Linsey, K., Lovelace, J., & and Maupin, M. (2009). Estimated Use of Water in the United States in 2005: U.S. Geological Survey Circular 1344. Retrieved September 2013, from http://pubs.usgs.gov/circ/1344/",USGS,,,,
"Kentucky Department of Fish and Wildlife Resources. (2013). Kentucky's Comprehensive Wildlife Conservation Strategy. Frankfort, Kentucky. Retrieved July 2, 2013, from http://fw.ky.gov/kfwis/stwg/",Kentucky Department of Fish and Wildlife Resources,,,,
"Kentucky State Data Center. (2011). Population Projections 2015-2050, Total Populaton [Data File]. University of Louisville. Retrieved September 11, 2013, from http://ksdc.louisville.edu/index.php/kentuckydemographic-data/projections",,,,University,
"Kiely, T., Donaldson, D., & Grube, A. (2004). Pesticides Industry Sales and Usage 2000 and 2001. Retrieved March 18, 2014, from http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=1&ved=0CCoQFjAA&url=http%3A%2F%2Fwww.epa.gov%2Fopp00001%2Fpestsales%2F01pestsales%2Fmarket_estimates2001.pdf&ei=EmcoU9iZF4nL2gWF7ICwAg&usg=AFQjCNEDWh_GRGpwrj1DZq7QKGLgIICGfw&sig2=nUghk1o4L",,Organization,,,
"Kunkel, K. E. (2008). Observed Changes in Climate and Weather Extremes. In T. R. Karl, G. A. Meehl, C. D. Miller, S. J. Hassol, A. M. Waple, & W. L. and Murray, Weather and Climate Extremes in a Changing Climate: Regions of Focus: North America, Hawaii, Caribbean, and U.S. Pacific Islands.",,,,,Book
"Marella, R., & Berndt, M. (2005). Water withdrawals and trends from the Floridan aquifer system in the southeastern United States, 1950-2000. U.S. Geologic Survey Circular 1278.",USGS,,,,
"Marshall, D. J., Wimberly, M., Bettinger, P., & Stanturf, J. (2008). Synthesis of Knowledge of Hazardous Fuels Management (SRS-110). Asheville: USDA Forest Service Southern Research Station. Retrieved October 13, 2014",Forest Service,,,,
"Masterson, J. P., Pope, J. P., Monti Jr, J., & Nardi, M. R. (2011). Assessing Groundwater Availability in the Northern Atlantic Coastal Plain Aquifer System. Department of Interior. USGS Groundwater Resources Program.",USGS,,,,
"Mayton, H., Hansen, J., Crawford, R., Crawford, J., & Viands, D. (2011). Field-Scale Yield of Switchgrass Under Varying Nitrogen Management Treatments In New York State. Cornell University Agricultural Experiment Station.",,,,University,
"McCutchen, B. F., Avant Jr., R. V., & Baltensperger, D. (2008). High-Tonnage Dedicated Energy Crops: The Potential of Sorghum and Energy Cane. Ithaca, NY: North American Agricultural Biotechnology Council.",,Organization,,,
"Medina, M., Reid, J., & Carpenter, R. (2004). Physiography of North Carolina. Retrieved September 2013, from North Carolina Geological Survey: http://www.geology.enr.state.nc.us/proj_earth/pdf/bw_physiography_600dpi.pdf",North Carolina Geological Survey,,,,
"Mississippi Foresty Commission. (2010). The Pines. Retrieved November 2013, from Mississippi Foresty Commission: Caring for the Trees and Forests of Mississippi: http://www.mfc.ms.gov/pine.php",Mississippi Foresty Commission,,,,
"Mississippi Office of Policy Research and Planning. (2012). Mississippi Population Projections 2015, 2020, and 2025. Mississippi Institutions of Higher Learning. Prepared February 2012. Retrieved September 11, 2013",Mississippi Office of Policy Research and Planning,,,,
"Mullin, B. L. (2000). Invasive Species Issue Paper. Ames, Iowa: Council for Agricultural Science and technology.",,Organization,,,
"National Geographic. (n.d.). Erosion. Retrieved October 2013, from National Geographic Education: http://education.nationalgeographic.com/education/encyclopedia/erosion/?ar_a=1",,Organization,,,
"National Invasive Species Council. (2008). 2008-2012 National Invasive Species Management Plan. Retrieved April 2014, from National Invasive Species Council (NISC): http://www.invasivespecies.gov/home_documents/2008-2012%20National%20Invasive%20Species%20Management%20Plan.pdf",National Invasive Species Council,,,,
"National Oceanic and Atmospheric Administration -- Atlantic Oceanographic and Meteorological Laboratory. (2014). Chronological List of All Hurricanes Which Affected the Continental United States. Retrieved August 2014, from Tropical Cyclones Records Page: http://www.aoml.noaa.gov/hrd/tcfaq/E23.html",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- Geophysical Fluid Dynamics Laboratory. (2013). Global Warming and Hurricanes: An overview of current research results. Retrieved August 2013, from http://www.gfdl.noaa.gov/global-warming-and-hurricanes",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- Geophysical Fluid Dynamics Laboratory. (n.d.). Coupled Climate Models. Retrieved August 2014, from http://nomads.gfdl.noaa.gov/CM2.X/",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- National Climatic Data Center. (2005). Climate of the States, Climatography of the United States, Number 60. Retrieved August 2014, from http://hurricane.ncdc.noaa.gov/cgibin/climatenormals/climatenormals.pl?directive=prod_select2&prodtype=CLIM60&subrnum=",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- National Climatic Data Center. (2009). Change in Freezing Days per Year 1976 to 2007. Retrieved October 2013, from Global Climate Change Impacts in the United States 2009 Report: http://nca2009.globalchange.gov/change-freezing-days-year-1976-2007",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- National Climatic Data Center. (2013). Climate Monitoring. Retrieved March 2014, from https://www.ncdc.noaa.gov/monitoring-references/faq/greenhouse-gases.php",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- National Hurricane Center. (2011). Total Number of Hurricane Strikes by Counties/Parishes/Boroughs 1900-2010. Retrieved November 2013, from http://www.nhc.noaa.gov/climo/images/strikes_us.jpg",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- National Weather Service. (2008). Windstorm of September 14, 2008. Retrieved 2014, from National Weather Service Forecast Office, Louisville, KY: http://www.crh.noaa.gov/lmk/?n=sep_14_08",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration -- Research Council. (2012). Atlantic Hurricanes, Climate Variability, and Global Warming. Retrieved August 2014, from Science Fact Sheets: http://nrc.noaa.gov/CouncilProducts/ScienceFactSheets.aspx",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration. (2012). NOAA: Gulf of Mexico ‘dead zone’ predictions feature uncertainty. Retrieved June 2014, from http://www.noaanews.noaa.gov/stories2012/20120621_deadzone.html",National Oceanic and Atmospheric Administration,,,,
"National Oceanic and Atmospheric Administration. (2013). Estimated return period in years for hurricanes passing within 50 nautical miles of various locations on the U.S. Coast. Retrieved October 2013, from National Hurricane Center: http://www.nhc.noaa.gov/climo/#returns",National Oceanic and Atmospheric Administration,,,,
"National Park Service. (2014). Air Pollution - Its Nature, Sources, and Effects. Retrieved 2014, from U.S. National Park Service - Shenandoah National Park: http://www.nps.gov/shen/naturescience/airpollution.htm",National Park Service,,,,
"National Park Service. (n.d.). NPS Fire in Depth: Wildfire Causes. Retrieved June 2014, from National Park Service Fire and Aviation Management: http://www.nps.gov/fire/wildland-fire/learning-center/fire-indepth/wildfire-causes.cfm#sthash.KggmdPfU.dpuf",National Park Service,,,,
"National Wildlife Federation. (2008). More Variable and Uncertain Water Supply: Global Warming's Wake-Up Call for the Southeastern United States. Retrieved July 22, 2013, from http://www.nwf.org/extremeweather",,Organization,,,
"Nobre, R. C., & Nobre, M. M. (2011). Groundwater and Health Implications of Biofuels Production. In D. M. Bernardes (Ed.), Environmental Impact of Biofuels. InTech. doi:10.5772/18112",,,,,Book
"Noise Pollution Clearinghouse. (n.d.). About Noise, Noise Pollution, and the Clearinghouse. Retrieved September 2013, from Noise Pollution Clearinghouse: http://www.nonoise.org/aboutno.htm",,Organization,,,
"North Carolina Forest Service. (2012). Best Management Practices Manual. Retrieved August 2014, from http://ncforestservice.gov/water_quality/bmp_manual.htm",North Carolina Forest Service,,,,
"North Carolina Office of State Budget and Management. (2013). Population Overview, 2010-2033 [Data File]. State Demographics Branch, State of North Carolina. Dated April 18, 2013. Retrieved September 11, 2013, from http://www.osbm.state.nc.us/ncosbm/facts_and_figures/socioeconomic_data/population_estimates/demog/countytotals_populationoverview.html",North Carolina Office of State Budget and Management,,,,
"Oak Ridge National Laboratory. (2009). Biomass Energy Data Book: Edition 2. Oak Ridge, TN: ORNL.",,,,,Book
"Ober, H. K. (2013). The Importance of Bottomland Hardwood Forests for Wildlife. EDIS, University of Florida IFAS Extension-WEC271. Retrieved October 2013, from EDIS, University of Florida IFAS Extension-WEC271: http://edis.ifas.ufl.edu/uw316",,,,University,
"O'Donoghue, E. J., Hoppe, R. A., Banker, D. E., Ebel, R., Fuglie, K., Korb, P., . . . Sandretto, C. (2011). The Changing Organization of U.S. Farming, EIB-88. U.S. Dept. of Agriculture, Economic Research Service.",USDA ERS,,,,
"Olson, D. (2012). Agroterrorism: Threats to America's Economy and Food Supply. (J. E. Ott, Ed.) FBI Law Enforcement Bulletin, 81(2), 1-25. Retrieved October 2013, from http://www.fbi.gov",FBI,,,,
"Omernik, J. M. (2002). Primary Distinguishing Characteristics of Level III Ecoregions of the Continental United States. Environmental Protection Agency. Retrieved July 15, 2013, from http://www.epa.gov/wed/pages/ecoregions.htm",Environmental Protection Agency,,,,
"Organic Consumers Association. (n.d.). Countries & Regions With GE Food/Crop Bans. Retrieved October 2013, from http://www.organicconsumers.org/gefood/countrieswithbans.cfm",,Organization,,,
"Penn State College of Agricultural Sciences. (2014). Cover Crops for Conservation Tillage Systems. Retrieved May 2014, from http://extension.psu.edu/plants/crops/soil-management/conservation-tillage/cover-cropsfor-conservation-tillage-systems",,,,University,
"Perlack, R., Ranney, J., & Wright, L. (1992). Environmental Emissions and Socioeconomic Considerations in the Production, Storage, and Transportation of Biomass Energy Feedstocks. Oak Ridge National Laboratory. Retrieved May 2014, from http://web.ornl.gov/info/reports/1992/3445603664390.pdf",Oak Ridge National Laboratory,,,,
"Plant and Soil Sciences eLibrary. (2014). Manure Phosphorus and Surface Water Protection III: Transport Factors. Retrieved May 2014, from http://passel.unl.edu/pages/informationmodule.php?idinformationmodule=1118937024&topicorder=2&maxto=6",,,,University,
"Pratt, K. (2013). Soil Savers. Retrieved October 2013, from http://www2.ca.uky.edu/agcomm/magazine/2013/Spring2013/F2_soil_savers.html",,,,University,
"Reed, J. C., & Bush, C. A. (2005). Generalized Geologic Map of the United States, Puerto Rico, and the U.S. Virgin Islands, 2. Retrieved October 2013, from USGS National Atlas of the United States: http://pubs.usgs.gov/atlas/geologic/",USGS,,,,
"Reed, M. J. (2013). Wildfire activity on the rise around Alabama due to warm weather, low humidity. (Alabama Media Group) Retrieved October 2013, from http://blog.al.com/spotnews/2013/03/wildfire_activity_on_the_rise.html",,Organization,,,
"Reilly, T., Dennehy, K., Alley, W., & Cunningham, W. (2008). Ground-Water Availability in the United States: U.S. Geological Survey Circular 1323. Retrieved July 18, 2013, from http://pubs.usgs.gov/circ/1323/",,Organization,,,
"Renewable Fuels Association. (2014). 2012 RFA Ethanol Industry Outlook. Retrieved July 2014, from http://www.ethanolrfa.org/pages/annual-industry-outlook",,Organization,,,
"Renken, R. A. (1988). Arkansas, Louisiana, Mississippi Regional Summary, HA 730-F. Groundwater Atlas of the United States. McLean, Virginia: U.S. Geological Survey. Retrieved October 22, 2013, from http://pubs.usgs.gov/ha/ha730/ch_f/F-text1.html",USGS,,,,
"Resource Conservation and Recovery Act. (1976). 42 U.S.C. §6901 et seq. . Retrieved July 2014, from http://www.epw.senate.gov/rcra.pdf",Senate Committee on Environmental Public Works,,,,
"Roy, J. (2012). 2012 Integrated Water Quality Monitoring and Assessment Report, Water Quality in Alabama 2010-2012. Water Division - Water Quality Branch. Montgomery, Alabama: Alabama Department of Environmental Management. Retrieved July 17, 2013, from www.adem.state.al.us",Alabama Department of Environmental Management,,,,
"Sharpley, A., Daniel, T., Sims, T., Lemunyon, J., Stevens, R., & Parry, R. (2003). Agricultural Phosphorus and Eutrophication, 2nd Edition, ARS-149. U.S. Department of Agriculture. Retrieved 2014 April, from http://www.ars.usda.gov/is/np/Phos&Eutro2/agphoseutro2ed.pdf",USDA ARS,,,,
"Smith, J. M. (2005). Genetically Engineered Crops Damage Wildlife. Retrieved March 2014, from Institute for Responsible Technology: http://www.responsibletechnology.org/gmo-dangers/environmentalrisks/Genetically-Engineered-Crops-Damage-Wildlife-March-2005 ",,Organization,,,
"Smith, R., Freeman, P., Higgins, J., Wheaton, K., FitzHugh, T., Ernstrom, K., & Das, A. (2002). Priority Areas for Freshwater Conservation Action: A Biodiversity Assessment of the Southeastern United States. The Nature Conservancy.",,Organization,,,
"Soil and Water Conservation Society. (2010). Southeast Regional Roadmap, Chapter 28. In R. Braun, D. Karlen, & D. Johnson (Eds.), Sustainable Feedstocks for Advanced Biofuels: Sustainable Alternative Fuel Feedstock Opportunities, Challenges and Roadmaps for Six U.S. Regions (pp. 407-414). Ankeny: Soil and Water Conservation Society. Retrieved May 13, 2013, from http://www.swcs.org/roadmap",,Organization,,,
"South Carolina Department of Natural Resources. (2005). Comprehensive Wildlife Conservation Strategy. Retrieved July 2, 2013, from http://www.dnr.sc.gov/cwcs/overview.html",South Carolina Department of Natural Resources,,,,
"South Carolina Office of Research & Statistics. (2013). County Population Projections 2006-2035 [Data File]. South Carolina Budget and Control Board. Retrieved September 11, 2013, from http://www.sccommunityprofiles.org/census/proj_c2010.php",South Carolina Office of Research & Statistics,,,,
"Southern Forests for the Future. (2013). Southern Forests: The Wood Basket of the Nation. Retrieved October 2013, from http://www.seesouthernforests.org/case-studies/southern-forests-wood-basket-nation",,Organization,,,
Southern Group of State Foresters. (2008). Fire in the South 2: The Southern Wildfire Risk Assessment. Southern Group of State Foresters.,,Organization,,,
"State of Florida. (2010). Inventory of Florida Greenhouse Gas Emissions: 2000-2007. Department of Environmental Protection. Retrieved 2 4, 2014, from http://www.dep.state.fl.us/air/about_air/pollutants/greenhouse.htm",Florida Department of Environmental Protection,,,,
"State of Georgia. (2008). Greenhouse Gas Emissions Inventory for the State of Georgia. Georgia Department of Natural Resources, Environmental Protection Division. Retrieved 1 28, 2014, from http://www.georgiaair.org/airpermit/downloads/planningsupport/regdev/ghg_gainventory2008.pdf",Georgia Department of Natural Resources,,,,
"State of North Carolina. (2007). Final North Carolina Greenhouse Gas Inventory and Reference Case Projections 1990-2020. Retrieved 1 24, 2014, from http://daq.state.nc.us/news/leg/ghg_dft_inv_10102005.pdf",State of North Carolina,,,,
"State of South Carolina. (2008). Final Draft South Carolina Greenhouse Gas Inventory and Reference Case Projections. Retrieved 1 28, 2014, from www.climatestrategies.us/library/library/download/953",State of South Carolina,,,,
"Sun, A., & Norman, K. (2011). Use of tamarisk as a potential feedstock for biofuel production. Albuquerque, NM: Sandia National Laboratories.",,Organization,,,
"Swank, W., DeBano, L., & Nelson, D. (n.d.). Effects of Timber Management Practices on Soil and Water. U.S. Department of Agriculture. Retrieved May 2014, from http://coweeta.uga.edu/publications/424.pdf",USDA,,,,
"Swearingen, J. S. (2010). Plant Invaders of Mid-Atlantic Natural Areas 4th ed. Washington, DC: National Park Service and U.S. Fish & Wildlife Service. Retrieved from Plant Invaders of Mid-Atlantic Natural Areas.",National Park Service,,,,
Tennessee Department of Environment and Conservation. (2012). Tennessee Ground Water Monitoring and Management Drinking Water/Source Water Protection Ground Water 305b DRAFT. Division of Water Resources. Retrieved from http://www.tn.gov/environment/dws/,Tennessee Department of Environment and Conservation,,,,
"Tennessee State Data Center. (2013). Tennessee Population Projections [Data File]. University of Tennessee. Retrieved September 15, 2013, from http://tndata.utk.edu/",,,,University,
"Tennessee Technical University. (1999). Tennessee Greenhouse Gas Emissions: Mitigation Strategies. Center for Electric Power. Retrieved 1 28, 2014, from http://s3.amazonaws.com/zanran_storage/www.state.tn.us/.../146710778.pdf",,,,University,
"Terrell, C., & Perfettie, P. (1993). Water Quality Indicators Guide: Surface Waters. Washington, D.C.: U.S. Department of Agriculture Soil Conservation Service.",Department of Agriculture Soil Conservation Service,,,,
"The Canadian Encyclopedia. (2014). Oilseed Crops. Retrieved August 2014, from http://www.thecanadianencyclopedia.ca/en/article/oilseed-crops/",,,,,Book
The Nature Conservancy. (2001). East Gulf Coastal Plain Ecoregional Plan. East Gulf Coastal Plain Core Team.,,Organization,,,
"The Nature Conservancy. (2006). Piedmont Ecoregion, A Plan for Biodiversity Conservation, Draft Implementation Document. Natureserve. Retrieved from http://east.tnc.org/east-file/52/piedmont-draftplus-appndxs.pdf",,Organization,,,
"The Nature Conservancy and Southern Appalachian Forest Coalition. (2000). Southern Blue Ridge Ecoregional Conservation Plan: Summary and Implementation Document. Durham, North Carolina: The Nature Conservancy.",,Organization,,,
"Thelin, G. P., & Stone, W. W. (2013). Estimation of annual agricultural pesticide use for counties of the conterminous United States, 1992–2009. U.S. Geological Survey Scientific Investigations Report 2013-5009.",USGS,,,,
"Turlings, T. (2013). The function of terpenes in plant defense. Retrieved October 2013, from Martin-Luther-University Halle-Wittenberg: http://pb.pharmazie.unihalle.de/anschrift/forschung/2012131_2199270/?lang=en",,,,University,
"U.S. Army Corps of Engineers. (2012). Regional Supplement to the Corps of Engineers Wetland Delineation Manual: Eastern Mountains and Piedmont Region Version 2.0. Vicksburg, MS: U.S. Army Engineer Research and Development Center.",US ACE,,,,
"U.S. Bureau of Economic Analysis. (2012). Table SA25N, Total Full-Time and Part Time Employment by NAICS Industry [Data File]. Last updated September 25, 2012. Retrieved September 2013, from http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1#reqid=70&step=1&isuri=1",US Bureau of Economic Analysis,,,,
"U.S. Bureau of Economic Analysis. (2013). Table SA05N, Personal Income by Major Source and Earnings by NAICS Industry [Data File]. Last updated March 27, 2013. Retrieved September 2013, from http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1#reqid=70&step=1&isuri=1",US Bureau of Economic Analysis,,,,
U.S. Bureau of Indian Affairs. (2013). Indian Reservations in the Continental United States. Map compiled from unknown sources. Available at the National Native American Graves Protection and Repatriation Act website maintained by the National Park Service. Retrieved September,US Bureau of Indian Affairs,,,,
"U.S. Bureau of Labor Statistics. (2013a). Local Area Unemployment Statistics, Employment Status of the Civilian Noninstitutional Population, Annual Average Series [Data File]. Retrieved September 12, 2013, from http://www.bls.gov/lau/rdscnp16.htm",US Bureau of Labor Statistics,,,,
"U.S. Bureau of Labor Statistics. (2013b). Local Area Unemployment Statistics, Employment Status of the Civilian Noninstitutional Population, Monthly Series, Seasonally Adjusted [Data File]. Retrieved September 17, 2013, from http://www.bls.gov/lau/rdscnp16.htm",US Bureau of Labor Statistics,,,,
"U.S. Bureau of Labor Statistics. (2013c). Labor Force Statistics from the Current Population Survey, Annual Averages, Employment Status of the Civilian Noninstitutional Population, 1942 to Date [Data File]. Last modified: February 5, 2013. Retrieved September 2013, from http://www.bls.gov/cps/cpsaat01.htm",US Bureau of Labor Statistics,,,,
"U.S. Bureau of Labor Statistics. (2013d). Labor Force Statistics from the Current Population Survey, Seasonally Adjusted, Monthly. Retrieved September 17, 2013, from http://data.bls.gov/timeseries/LNS14000000",US Bureau of Labor Statistics,,,,
"U.S. Census Bureau. (2012). National Population Projections: Summary Tables, Table 1, Projections of the Population and Components of Change for the United States: 2015 to 2060 (NP2012-T1), Middle Series [Data File]. Prepared December 2012 by the Population Division. Retrieved September 16, 2013, from http://www.census.gov/population/projections/data/national/2012/summarytables.html",US Census Bureau,,,,
"U.S. Census Bureau. (2013a). Census 2000 Summary File 1 (SF 1) 100-Percent Data, Table DP-1 [Data File]. Retrieved September 12, 2013, from http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_00_SF1_DP1&prodType=table",US Census Bureau,,,,
