citation,agency,organization,journal,university,book
76. - 2015. Pesticide Registration Policy and Guidance. Retrieved from http://www2.epa.gov/pesticide-registration/pesticide-registration-policy-andguidance ,Environmental Protection Agency,,,,
"77. - 2014a. January 14. Availability of pesticides for use in produce wash or process water [Memorandum]. Washington, DC. ",Environmental Protection Agency,,,,
78. - 2014b. History of the Clean Water Act. Retrieved from http://www2.epa.gov/laws-regulations/history-clean-water-act ,Environmental Protection Agency,,,,
79. - 2014c. Summary of the Clean Water Act. Retrieved from http://www2.epa.gov/laws-regulations/summary-clean-water-act ,Environmental Protection Agency,,,,
80. - 2014d. National Pollutant Discharge Elimination System Compliance Monitoring. Retrieved from http://www.epa.gov/compliance/monitoring/programs/cwa/npdes.html ,Environmental Protection Agency,,,,
81. - 2014e. Overview of Impaired Waters and Total Maximum Daily Loads Program. Retrieved from http://water.epa.gov/lawsregs/lawsguidance/cwa/tmdl/intro.cfm ,Environmental Protection Agency,,,,
82. - 2014f. Water Quality Criteria. Retrieved from http://water.epa.gov/scitech/swguidance/standards/crit.cfm ,Environmental Protection Agency,,,,
83. - 2014g. National Summary of Impaired Waters and TMDL Information. Retrieved from http://iaspub.epa.gov/tmdl_waters10/attains_nation_cy.control?p_report_type=T ,Environmental Protection Agency,,,,
84. - 2014h. National Summary of State Information. WATERS. Retrieved from http://iaspub.epa.gov/waters10/attains_nation_cy.control ,Environmental Protection Agency,,,,
85. - 2014i. Air Emission Sources: Particulate Matter. Retrieved from http://www.epa.gov/cgibin/broker?_service=data&_debug=0&_program=dataprog.national_1.sas&polch oice=PM ,Environmental Protection Agency,,,,
86. - 2014j. Green Book: GIS downloads. Retrieved from http://www.epa.gov/airquality/greenbook/gis_download.html ,Environmental Protection Agency,,,,
"87. - 2014k. Inventory of U.S. greenhouse gas emissions and sinks: 1990-2012 (including accompanying Annexes). EPA 430-R-14-003. Washington, DC. ",Environmental Protection Agency,,,,
88. - 2014l. Pesticides: Regulating Pesticides. Laws and Regulations. Retrieved from http://www.epa.gov/pesticides/regulating/laws.htm,Environmental Protection Agency,,,,
89. - 2014m. Pesticide Registration Manual: Chapter 1 - Overview of Requirements for Pesticide Registration and Registrant Obligations. ,Environmental Protection Agency,,,,
90. - 2014n. Proposed Agricultural Worker Protection Standard: EPA Needs Your Input. Retrieved from http://www.epa.gov/oppfead1/safety/workers/proposed/ ,Environmental Protection Agency,,,,
91. - 2014o. CAFO Regulations. Retrieved from http://water.epa.gov/polwaste/npdes/afo/CAFO-Regulations.cfm ,Environmental Protection Agency,,,,
"92. - 2013a. Wetlands – Status and Trends. Retrieved November 12, 2014, from http://water.epa.gov/type/wetlands/vital_status.cfm ",Environmental Protection Agency,,,,
93. - 2013b. General Conformity: Frequent Questions. Retrieved from http://www.epa.gov/air/genconform/faq.html#10 ,Environmental Protection Agency,,,,
94. - 2013c. Particulate Matter: Coarse particulate matter (PM10) standards and agriculture fact sheet. Retrieved from http://www.epa.gov/pm/agriculture.html ,Environmental Protection Agency,,,,
95. - 2013d. Particulate Matter: Basic Information. Retrieved from http://www.epa.gov/airquality/particlepollution/basic.html ,Environmental Protection Agency,,,,
96. - 2012a. Preventing Eutrophication: Scientific Support for Dual Nutrient Criteria. EPA-820-S-12-002. MC 4304T. December 2012. ,Environmental Protection Agency,,,,
"97. - 2012b. Air and Radiation: National Ambient Air Quality Standards (NAAQS). Retrieved on August 13, 2014, from http://www.epa.gov/air/criteria.html ",Environmental Protection Agency,,,,
98. - 2012c. Ground-Level Ozone: Basic Information. Retrieved from http://www.epa.gov/groundlevelozone/basic.html ,Environmental Protection Agency,,,,
99. - 2012d. Ag 101. Common Manure Handling Systems. Retrieved from http://www.epa.gov/oecaagct/ag101/porkmanure.html#solid ,Environmental Protection Agency,,,,
"100. - 2004. National Emission Inventory – Ammonia Emissions from Animal Husbandry Operations. Draft Report. January 30, 2004. ",Environmental Protection Agency,,,,
101. - 1999a. Guidance Manual. Alternative Disinfectants and Oxidants. April 1999. ,Environmental Protection Agency,,,,
102. - 1999b. 1997 Toxic Releases Inventory. EPA 745-R-99-003. April 1999. ,Environmental Protection Agency,,,,
103. - 1999c. Estimating Risk from the Use of Agricultural Fertilizers – Draft Report. Retrieved from http://www3.epa.gov/epawaste/hazard/recycling/fertiliz/risk/report.pdf ,Environmental Protection Agency,,,,
"104. - 1998. National Water Quality Inventory: 1996 Report to Congress. EPA841-R97-008. Office of Water, Washington, DC. April 1998.",Environmental Protection Agency,,,,
"105. (ESA) Endangered Species Act of 1973, 16 U.S.C. § 1531 et seq. ",US Code,,,,
106. - 2014. Manure Pathogens and Microbial Byproducts. Retrieved from http://www.extension.org/pages/70212/manure-pathogens-and-microbial- byproducts ,,,,University,
107. - 2013. Manure and Compost Utilization on Fruit and Vegetable Crops. Retrieved from http://www.extension.org/pages/17483/manure-and-compost-utilizationon-fruit-and-vegetable-crops ,,,,University,
108. - 2012a. Air Quality in Animal Agriculture. Atmospheric ammonia: Understanding its effects. Retrieved from https://www.extension.org/sites/default/files/atmosphericammonia%20final.pdf ,,,,University,
"109. - 2012b. Air Quality in Animal Agriculture. Dust emissions from cattle feeding operations, Part 1 of 2: Sources, factors, and characteristics. Retrieved from https://www.extension.org/sites/default/files/dust%20part%201.pdf ",,,,University,
110. - 2011. State Specific Manure Nutrient Management Information. Why is State Specific Nutrient Information Important? Retrieved from http://www.extension.org/pages/14881/state-specific-manure-nutrientmanagement-information/print/ ,,,,University,
111. - 2007. Do pathogens move in the environment similar to other potential pollutants with which I am more familiar? Nitrates? Phosphorus? Sediment? Retrieved from http://www.extension.org/pages/38305/do-pathogens-move-inthe-environment-similar-to-other-potential-pollutants-with-which-i-am-more-fam,,,,University,
"112. - 2005. The importance of soil organic matter: Key to drought-resistant soil and sustained food production by A. Bot and J. Benites. FAO Soils Bulletin 80. ISSN 0253-2050. Rome, Italy. ",,Organization,,,
"113. - 1994. Water quality for agriculture by R. S. Ayers and D. W. Westcot. FAO Irrigation and Drainage Paper 29 Rev. 1. Reprinted, 1989, 1994. ",,Organization,,,
(FAO and WHO) Food and Agriculture Organization of the United Nations/World Health Organization. ,,,,,
114. - 2010. CODEX Alimentarius Code of Hygienic Practice for Fresh Fruits and Vegetables. Revision 1 ed. I,,Organization,,,
115. - 2008. Microbiological Hazards in Fresh Leafy Vegetables and Herbs: Meeting Report. Microbiological Risk Assessment Series No. 14. Rome. 151 pp. ,,Organization,,,
116. FarmsReach. 2012. Building regional produce supply chains: Helping farms access & sell to multiple channels; helping large-volume buyers access regional foods. ,,Organization,,,
"117. - 2015a. FDA Announces Competitive Grant Program with NIFA to Fund Food Safety Training, Education and Technical Assistance: Constituent Update. January 15, 2015. Retrieved from http://www.fda.gov/Food/NewsEvents/ConstituentUpdates/ucm430492.htm ",US FDA,,,,
118. - 2015b. Produce Safety Standards. Retrieved from http://www.fda.gov/Food/GuidanceRegulation/FSMA/ucm304045.htm. Updated August 2015. ,US FDA,,,,
"119. - 2015c. FSMA Public Meeting: Focus on Implementation Strategy for Prevention-Oriented Food Safety Standards (April 23 and 24, 2015); FDA-2015N-0792. Presentation: Produce Safety Rule Phase 2 Workgroup. Retrieved from: http://www.fda.gov/Food/GuidanceRegulation/FSMA/ucm438205.htm ",US FDA,,,,
120. - 2014a. Operational Strategy for Implementing the FDA Food Safety Modernization Act (FSMA): Protecting Public Health by Strategic Implementation of Prevention-Oriented Food Safety Standards. Retrieved from http://www.fda.gov/Food/GuidanceRegulation/FSMA/ucm395105.htm ,US FDA,,,,
"121. - 2014b. Supplemental Notice of Proposed Rulemaking: Standards for the Growing, Harvesting, Packing and Holding of Produce for Human Consumption, Economic Impact Analysis. September 2014. ",US FDA,,,,
"122. - 2014c. FDA Announces Cooperative Agreement to Implement National Produce Safety Rule – Constituent Update. September 16, 2014. Retrieved from http://www.fda.gov/Food/NewsEvents/ConstituentUpdates/ucm414777.htm ",US FDA,,,,
123. - 2014d. Categorical Exclusion Memorandum for the Re-proposal of select provisions of the Proposed Rule: Current Good Manufacturing Practice and Hazard Analysis and Risk-Based Preventive Controls for Human Food. Document ID/Number: FDA-2011-N-0920-1573. ,US FDA,,,,
124. - 2013a. What We Do. Retrieved from http://www.fda.gov/aboutfda/whatwedo/ ,US FDA,,,,
"125. - 2013b. Preliminary Regulatory Impact Analysis (PRIA). Analysis of Economic Impacts – Standards for the Growing, Harvesting, Packing and Holding of Produce for Human Consumption. January 2013. August 2011. Revised January 2012.",US FDA,,,,
126. - 2013c. Draft Qualitative Assessment of Risk to Public Health from On-Farm Contamination of Produce. January 2013. ,US FDA,,,,
127. - 2013d. Categorical Exclusion Memorandum for Proposed Rule: Focused Mitigation Strategies to Protect Food Against Intentional Adulteration. Document ID/Number: FDA-2013-N-1425-0145. ,US FDA,,,,
128. - 2012a. Global Engagement Report. Retrieved from http://www.fda.gov/downloads/AboutFDA/ReportsManualsForms/Reports/UCM 298578.pdf ,US FDA,,,,
"129. - 2012b. FDA Foods and Veterinary Medicine Program Strategic Plan 2012-2016. Office of Foods, Center for Food Safety and Applied Nutrition, Center for Veterinary Medicine, Office of Regulatory Affairs. April 2012. ",US FDA,,,,
130. - 2011a. Enforcement Reports. Retrieved from http://www.fda.gov/safety/recalls/enforcementreports ,US FDA,,,,
131. - 2011b. Environmental Assessment: Factors Potentially Contributing to the Contamination of Fresh Whole Cantaloupe Implicated in a Multi-State Outbreak of Listeriosis. October 2011. ,US FDA,,,,
132. - 2011c. Categorical Exclusion Memorandum for Proposed Rule: Current Good Manufacturing Practice and Hazard Analysis and Risk-Based Preventive Controls for Human Food. Document ID/Number: FDA-2011-N-0920-1574. ,US FDA,,,,
133. - 2011d. Categorical Exclusion Memorandum for Proposed Rule: Foreign Supplier Verification Programs for Importers of Food for Humans and Animals. Document ID/Number: FDA-2011-N-0143-0269. ,US FDA,,,,
134. - 2011e. Categorical Exclusion Memorandum for Proposed Rule: Accreditation of Third-Party Auditors/Certification Bodies to Conduct Food Safety Audits and to Issue Certifications. Document ID/Number: FDA-2011-N-0146-0178. ,US FDA,,,,
135. - 2011f. Categorical Exclusion Memorandum for Proposed Rule: Sanitary Transportation of Human and Animal Food. Document ID/Number: FDA-2013N-0013-0157. ,US FDA,,,,
136. - 2009a. Draft Guidance for Industry: Guide to Minimize Microbial Food Safety Hazards of Melons. July 2009. ,US FDA,,,,
137. - 2009b. Draft Guidance for Industry: Guide to Minimize Microbial Food Safety Hazards of Leafy Greens. July 2009. ,US FDA,,,,
138. - 2009c. Draft Guidance for Industry: Guide to Minimize Microbial Food Safety Hazards of Tomatoes. July 2009.,US FDA,,,,
139. - 1999a. Guidance for Industry: Reducing Microbial Food Safety Hazards for Sprouted Seeds. October 1999. ,US FDA,,,,
140. - 1999b. Guidance for Industry: Sampling and Microbial Testing of Spent Irrigation Water During Sprout Production. October 1999. ,US FDA,,,,
141. - 1998. Guidance for Industry: Guide to Minimize Microbial Food Safety Hazards for Fresh Fruits and Vegetables. October 1998. ,US FDA,,,,
"(FDA and ERG) U.S. Food and Drug Administration and Eastern Research Group, Inc. ",,,,,
142. - 2007. Evaluation of Recordkeeping Costs for Food Manufacturers. 2-1-20078. Ref. Type: Report.,US FDA,,,,
"143. - 64 Fed. Reg. 60727. November 8, 1999. National Oceanic and Atmospheric Administration. Final Rule: Endangered and Threatened Wildlife and Plants; Definition of “Harm.” ",Federal Register,,,,
"144. - 65 Fed. Reg. 80548. December 21, 2000. U.S. Department of Agriculture Agricultural Marketing Service. Final Rule with Request for Comments: National Organic Program. ",Federal Register,,,,
"145. - 74 Fed. Reg. 45565. September 3, 2009. U.S. Department of Agriculture Agricultural Marketing Service. Proposed Rule; Notice of Public Hearing: “Leafy Green Vegetables Handled in the United States; Hearing on Proposed Marketing Agreement No. 970.” ",Federal Register,,,,
"146. - 74 Fed. Reg. 56260. October 30, 2009. U.S. Environmental Protection Agency. Final Rule: Mandatory Reporting of Greenhouse Gases.",Federal Register,,,,
"147. - 76 Fed. Reg. 3843. January 21, 2011. Council on Environmental Quality. Executive Office of the President. Final Guidance for Federal Departments and Agencies on the Appropriate Use of Mitigation and Monitoring and Clarifying the Appropriate Use of Mitigated Findings of No Significant Impact.",Federal Register,,,,
"148. - 76 Fed. Reg. 24292. April 29, 2011. U.S. Department of Agriculture Agricultural Marketing Service. Proposed Rule and Opportunity to File Exceptions: “Proposed National Marketing Agreement Regulating Leafy Green Vegetables; Recommended Decision and Opoportunity to File Written Exceptions to Proposed Marketing Agreement No. 970:",Federal Register,,,,
"149. - 77 Fed. Reg. 4034. January 26, 2012. U.S. Department of Health and Human Services Notice: “Annual Update of the HHS Poverty Guidelines”",Federal Register,,,,
"150. - 78 Fed. Reg. 3504. January 16, 2013. U.S. Food and Drug Administration. Proposed Rule: “Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption.” ",Federal Register,,,,
"151. - 78 Fed. Reg. 17155. March 20, 2013. U.S. Food and Drug Administration. Proposed Rule; correction: “Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption; Correction.” ",Federal Register,,,,
"152. - 78 Fed. Reg. 50358. August 19, 2013. U.S. Food and Drug Administration. Notice of Intent to Prepare an Environmental Impact Statement for the Proposed Rule, Standards for Growing, Harvesting, Packing, and Holding of Produce for Human Consumption. ",Federal Register,,,,
"153. - 78 Fed. Reg. 69006. November 18, 2013. U.S. Food and Drug Administration. Extension of Comment Period for the Environmental Impact Statement for the Proposed Rule. ",Federal Register,,,,
"154. - 78 Fed. Reg. 73111. December 5, 2013. U.S. Department of Agriculture Agricultural Marketing Service. Termination of Proceeding: “National Marketing Agreement Regulating Leafy Green",Federal Register,,,,
"155. - 79 Fed. Reg. 4748. January 29, 2014. U.S. Bureau of Indian Affairs. Notice; Indian Entities Recognized and Eligible to Receive Services from the United States Bureau of Indian Affairs. ",Federal Register,,,,
"156. - 79 Fed. Reg. 13593. March 11, 2014. U.S. Food and Drug Administration. Notification of Public Scoping Meeting; Extension of Comment Period for the Environmental Impact Statement.",Federal Register,,,,
"157. - 79 Fed. Reg. 58434. September 29, 2014. U.S. Food and Drug Administration. Proposed Rule; Supplemental Notice of Proposed Rulemaking: “Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption.” ",Federal Register,,,,
"158. - 80 Fed. Reg. 15612. March 24, 2015. U.S. Food and Drug Administration. Notice of Pubic Meeting and Establishment of Docket.",Federal Register,,,,
"162. (FFDCA) Federal Food, Drug, and Cosmetic Act, 21 U.S.C. § 301 et seq. (1938). ",US Code,,,,
"163. (FIFRA) Federal Insecticide, Fungicide, and Rodenticide Act, 7 U.S.C. § 136 et seq. ",US Code,,,,
"165. Forster, P., Ramaswamy, V., Artaxo, P., Berntsen, T., Betts, R., Fahey, D. W., Haywood, J., Lean, J., Lowe, D. C., Myhre, G., Nganga, J., Prinn, R., Raga, G., Schulz, M., and Van Dorland, R. 2007. Changes in atmospheric constituents and in radiative forcing. In S. Solomon, D. Qin, M. Manning, Z. Chen, M. Marquis, K. B. Averyt, M. Tignor, and H. L. Miller (Eds.), Climate change 2007: The physical science basis. Contribution of working group I to the fourth assessment report of the Intergovernmental Panel on Climate Change. Cambridge, UK and New York, NY: Cambridge University Press. ",,,,,Book
"168. (FSMA) FDA Food Safety Modernization Act, 21 U.S.C. § 2201 et seq. (2011). ",US Code,,,,
"171. GAPcertification.com. 2014. Get GAP Certified!, The Audits. Retrieved from http://gapcertification.com/the-usda-gapghp-audit-and-other-third-party-audits ",,Organization,,,
"173. Goldstein, W. 2001. ""Healthy Soils, healthy Roots: Part 2,"" given at Upper Midwest Organic Farming Conference. LaCrosse, WI, as published in the November-December 2001 issue of The Organic Broadcaster. ",,Organization,,,
"174. Gollehon, N., Caswell, M., Ribaudo, M., Kellogg, R., Lander, C., and Letson, D. 2001. Confined animal production and manure nutrients. Resources Economics Division, Economic Research Service, U.S. Department of Agriculture. Agriculture Information Bulletin No. 771. ",USDA ERS,,,,
"179. Hartz, T. K. 2004. Drip Irrigation and Soil Fertility Management. Presented at 2004 Plant & Soil Conference. University of California, Davis. Davis, CA. ",,,,University,
"180. Hardesty, S. D., and Kusunose, Y. 2009. UC Small Farm Program Research Brief: Grower’s Compliance Costs for the Leafy Greens Marketing Agreement and Other Food Safety Programs. University of California Agriculture and Natural Resources Division (UC ANR). Davis, CA. ",,,,University,
181. Heartland Regional Water Coordination Initiative. 2006. Agricultural nitrogen management for water quality protection in the midwest. Retrieved from http://ianrpubs.unl.edu/live/rp189/build/rp189.pdf ,,,,University,
182. - 2014. Regional Offices. Retrieved from http://www.hhs.gov/iea/regional/index ,US Department of Health and Human Services,,,,
183. - 2012. 2012 Environmental Justice Strategy and Implementation Plan. February 2012.,US Department of Health and Human Services,,,,
"185. Howitt, R., Medellin-Azuara, J., MacEwan, D., Lund, J., and Sumner, D. 2014. Economic analysis of the 2014 drought for California agriculture. Center for Watershed Sciences, University of California, Davis, California. ",,,,University,
186. - 2015. HUD and Census Bureau Report New Residential Sales in June. Retrieved from http://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories /2015/HUDNo_15-098 ,US HUD,,,,
187. - 2014. The Obama Administration’s Efforts to Stabilize the Housing Market and Help American Homeowners. September 2014. ,US HUD,,,,
"189. (IFT and FDA) Institute of Food Technologists and the U.S. Food and Drug Administration. 2001. Analysis and Evaluation of Preventive Control Measures for the Control and Reduction/Elimination of Microbial Hazards on Fresh and Fresh-Cut Produce. September 30, 2001. ",US FDA,,,,
"191. (IPPC) Intergovernmental Panel on Climate Change. 2014. Climate change 2014: Impacts, adaption, and vulnerability. Cambridge University Press. ",,Organization,,,
"192. Indian Self-Determination and Education Assistance Act of 1975, 25 U.S.C. 450 et seq. ",US Code,,,,
"199. Jones, B. 2014. Growing Tomatoes: Tomato World Production Statistics. Retrieved October 6, 2014, from http://www.growtomatoes.com/tomato-worldproduction-statistics/ ",,Organization,,,
"200. Jones, P. W. 1986. Sewage sludge as a vector of salmonellosis. In J. C. Block, A. H. Havelaar, and P. L’Hermite (Eds.), Epidemiological studies of risks associated with the agricultural use of sewage sludge: Knowledge and needs (pp. 21–33). London and New York: Elsevier. ",,,,Book,
"202. Komancheck, W. 2013. Lancaster Farmland Trust: Celebrating 25 years and 100,000 acres of preserved farmland. The Journal of Northeast Agriculture Farming. December 2013 issue. Retrieved from http://www.farmingmagazine.com/article10173.aspx?highlight=Komancheck ",,Organization,,,
"210. Li, X., and Feng. Y. 2002. Carbon sequestration potentials in agricultural soils. Alberta Research Council, Edmonton. ",,Organization,,,
"212. Lowell, K., Langholz, J., and Stuart, D. 2010. Safe and sustainable: Co-managing for food safety and ecological health in California’s Central Coast Region. San Francisco, CA. and Washington, D.C.: The Nature Conservancy of California and the Georgetown University Produce Safety Project. ",,Organization,,,
"213. Maczulak, A. 2011. Allies and enemies: How the world depends on bacteria. Upper Saddle River, NJ: FT Press. ",,,,,Book
"214. Magdoff, F.R., and H.M. van Es. 2009. Building Soils for Better Crops: Sustainable Soil Management. Handbook Series Book 10. Sustainable Agric. Research and Education, Waldorf, MD. ",,,,,Book
"217. (MBTA) Migratory Bird Treaty Act of 1918, 16 U.S.C. 703-712. ",US Code,,,,
"218. McElhany, K. G., and Pillai, S. D. 2011. Prevalence and fate of gut-associated human pathogens in the environment. In M. J. Sadowsky and R. L. Whitman (Eds.), The fecal bacteria (pp. 217-240). American Society for Microbiology (ASM). ",,Organization,,,
"220. McSwane, D., Rue, N., and Linton, R. 1998. Essentials of food safety & sanitation. Prentice Hall. ",,,,,Book
"221. Michigan State University Extension. 2012. Emerging issues in animal agriculture: Manure effects on soil organisms and soil quality by E. Graham, S. Grandy, and M. Thelen. September 2012. ",,,,University,
222. MidwestBioSystems. 2012. Composting dairy waste eases restrictive nutrient management program. Retrieved from http://blog.midwestbiosystems.com/blog/bid/254812/Composting-Dairy-WasteEases-Restrictive-Nutrient-Management-Program ,,Organization,,,
"223. Millner, P. D. 2014. Manure management. In K. R. Matthews, G. M. Sapers, and C. P. Gerba. (Eds.), The produce contamination problem: Causes and solutions. (2nd ed., pp. 85-106). San Diego, CA: Elsevier. ",,,,,Book
227. (NACMCF) National Advisory Committee on Microbiological Criteria for Foods. 2011. Hazard Analysis and Critical Control Point Principles and Application Guidelines. ,,Organization,,,
"228. (NASPHV) National Association of State Public Health Veterinarians. 2011. Compendium of Measures to Prevent Disease Associated with Animals in Public Settings, 2011. Morbidity and Mortality Weekly Report (MMWR), 60(4). ",,Organization,,,
"229. National Research Council. 1991. Mitigating losses from land subsidence in the United States. Washington, DC: National Academy Press, 58 pp.",,Organization,,,
"230. (NHPA) National Historic Preservation Act of 1966, 16 U.S.C. § 470 et seq. (moved to 54 U.S.C. § 300101 et. seq., effective December 19, 2014). ",US Code,,,,
231. (NATTWG) North American Tomato Trade Work Group and United Fresh Produce Association (United Fresh). 2008. Commodity specific food safety guidelines for the fresh tomato supply chain. (2nd ed.). July 2008. ,,Organization,,,
"232. (NEPA) National Environmental Policy Act, 42 U.S.C. § 4321 et seq. (1969). ",US Code,,,,
"235. Niemira, B. A. and Zhang, H. Q. 2014. Advanced technologies for detection and elimination of bacterial pathogens. In K. R. Matthews, G. M. Sapers, and C.P. Gerba. (Eds.), The produce contamination problem: Causes and solutions. (2nd ed., pp. 433-450). San Diego, CA: Elsevier. ",,,,,Book
237. (NPS) National Park Service. 2014. Cultural Resources. Retrieved from http://www.nps.gov/acad/parkmgmt/rm_culturalresources.htm ,National Park Service,,,,
238. (OSU Extension). Ohio State University Extension. 2015. Best Management Practices Land Application of Animal Manure. AGF-208-95. Retrieved from http://ohioline.osu.edu/agf-fact/0208.html ,,,,University,
"244. (Penn State) Penn State University, College of Agricultural Sciences. 2008. Mushroom Substrate Preparation Odor-Management Plan. ",,,,University,
"245. Penn State University (Penn State) and the American Mushroom Institute (AMI). 2010. Mushrooms Good Agricultural Practices Program: Industry-Wide Food Safety Standards for Fresh Mushroom Growing, Harvesting, and Shipping. May 2010. ",,,,University,
248. Purdue University. 2014. Indiana Soils: Evaluation and Conservation: Online Manual. Retrieved from http://www.agry.purdue.edu/soils_judging/manual_unprotected /texture.htm ,,,,University,
"250. Rangarajan, A., Bihn, E. A., Gravani, R. B., Scott, D. L., and Pritts, M. P. 2000. Food safety begins on the farm: A grower's guide, Good agricultural practices for fresh fruits and vegetables. Cornell University, Good Agricultural Practices Program. ",,,,University,
251. (RCD) Resource Conservation District of Monterey County. 2007. A Grower Survey: Reconciling Food Safety and Environmental Protection. August 2007. ,Resource Conservation District of Monterey County,,,,
"254. Roberson, E. 1996. Impacts of Livestock Grazing on Soils and Recommendations for Management. November 20, 1996. ",,Organization,,,
"255. Rowell, B., and Hadad, R. 2014. Organic manures and fertilizers for vegetable crops. Retrieved from http://www.uky.edu/hort/node/424 ",,,,University,
"257. Sapers, G. M. 2014. Disinfection of contaminated produce with conventional washing and sanitizing technology. In K. R. Matthews, G. M. Sapers, and C. P. Gerba. (Eds.), The produce contamination problem: Causes and solutions. (2nd ed., pp. 389-431). San Diego, CA: Elsevier. ",,,,,Book
"258. Sapers, G. M., and Doyle, M. P. 2014. Scope of the produce contamination problem. In K. R. Matthews, G. M. Sapers, and C. P. Gerba. (Eds.), The produce contamination problem: Causes and solutions. (2nd ed., pp. 3-20). San Diego, CA: Elsevier. ",,,,,Book
"260. Scheierling, S. M., Young, R. A., and Cardon, G. E. 2004. Can farm irrigation technology subsidies affect real water conservation? Paper 79. ",,,,University,
"262. Schoenau, J. J., Bolton, K., and Panchuk, K. 2006. Managing manure as a fertilizer. Reviewed by the Saskatchewan Advisory Subcouncil on Soil Fertility and the Saskatchewan Manure Management Working Group: April 26, 2006. Accessed December 4, 2014. ",,Organization,,,
"263. (SDWA) Safe Drinking Water Act, 42 U.S.C. 300f et seq.",US Code,,,,
"265. Sims, J. T. 1997. Agricultural and Environmental Issues in the Management of Poultry Wastes: Recent Innovations and Long-term Challenges. In: Rechcigl, J.E. and MacKinnon, H.C. Agricultural Uses of By-Products and Wastes. American Chemical Society, Washington, D.C. ",,Organization,,,
268. (SSSA) Soil Science Society of America. 2010. Why is soil important? Retrieved from http://www.envirothon.org/pdf/CG/Why_Soil_is_Important.pdf ,,Organization,,,
"269. Sullivan, P. 2003. Overview of cover crops and green manures: Fundamentals of sustainable agriculture. July 2003. ",,Organization,,,
271. The White House. 2009. Memorandum for the Heads of Executive Departments and Agencies. Retrieved from http://www.whitehouse.gov/the-pressoffice/memorandum-tribal-consultation-signed-president ,US White House,,,,
"272. Tribal Self-Governance Act of 1994, 25 U.S.C. 458aa et seq. ",US Code,,,,
"273. Todd, D. K. 1980. Groundwater hydrology (2nd ed.). New York: John Wiley and Sons. ",,,,,Book
275. United Fresh Produce Association. 2014. Produce GAPs Harmonization Initiative. Retrieved from http://www.unitedfresh.org/newsviews/gap_harmonization,,Organization,,,
276. - 2014a. This Land: 60 Ways Farmers Can Protect Surface Water. 38. Apply Manure Wisely. Retrieved from http://www.thisland.illinois.edu/60ways/60ways_38.html ,,,,University,
277. - 2014b. Composting for the Homeowner. History of Composting. Retrieved from http://web.extension.illinois.edu/homecompost/history.cfm ,,,,University,
278. University of Minnesota Extension. 2009. The importance of soil organic matter in cropping systems of the Northern Great Plains by Laura F. Overstreet and Jodi DeJong-Huges. Retrieved from http://www.extension.umn.edu/agriculture/ tillage/importance-of-soil-organic-matter/ ,,,,University,
279. University of Missouri Extension. 2008. National Setbacks Database. Retrieved from http://nmplanner.missouri.edu/software/setbacks.asp ,,,,University,
"280. University of Wisconsin-Madison. 2014. Effect of Manure Treatment on Soil Nitrogen Availability. Madison, Wisconsin. Retrieved from http://www.reeis.usda.gov/web/crisprojectpages/0212612-effect-of-manure- treatment-on-soil-nitrogen-availability.html ",,,,University,
281. University of Wisconsin-Madison Dept. of Dairy Science & The Babcock Institute. 2010. Farm Safety Fact Sheets. The Hazards of Spreading Raw Manure. Retrieved from http://babcock.wisc.edu/sites/default/files/documents/en_manure.pdf ,,,,University,
282. (UNSCEAR) United Nations Scientific Committee on the Effects of Atomic Radiation. 2008. Sources and Effects of Ionizing Radiation. UNSCEAR 2008 Report. Vol. I. Retrieved from http://www.unscear.org/unscear/en/publications/2008_1.html ,,Organization,,,
"283. (USCB) U.S. Census Bureau. 2012. Statistical Abstract of the United States: 2012. Retrieved on October 6, 2014, from http://www.census.gov/compendia/statab/2012/tables/12s0863.pdf ",US Census Bureau,,,,
284. - 2014. Mission Statement. Retrieved from http://www.usda.gov/wps/portal/usda/usdahome?navid=MISSION_ STATEMENT ,USDA,,,,
285. - 2013. Know Your Farmer. Know Your Food. Retrieved from http://www.usda.gov/wps/portal/usda/usdahome?navid=KYF_COMPASS,USDA,,,,
286. - 2014. National Organic Program. About Us. Retrieved from http://www.ams.usda.gov/AMSv1.0/ams.fetchTemplateData.do?template=Templ ateA&navID=WhoWeAreNOPNationalOrganicProgramHome&rightNav1=Who WeAreNOPNationalOrganicProgramHome&topNav=&leftNav=NationalOrganic Program&page=NOPAboutUs&resultType=&acct=nopgeninfo ,USDA AMS,,,,
287. - 2013a. What are food hubs and why do they matter? by J. Barham. October 2013. ,USDA AMS,,,,
"288. - 2013b. Grading, Certification and Verification. Fresh Fruit and Vegetable Audit Programs. Retrieved from http://www.ams.usda.gov/AMSv1.0/gapghp ",USDA AMS,,,,
"289. - 2013c. Grading, Certification and Verification. USDA Good Agricultural Practices Audit Programs. Retrieved from http://www.ams.usda.gov/AMSv1.0/HarmonizedGAP ",USDA AMS,,,,
