citation,agency,organization,journal,university,book
"Hays, G.C., A.C. Broderick, F. Glen, B.J. Godley, J.D.R. Houghton, and J.D. Metcalfe. 2002. Water temperature and internesting intervals for loggerhead (Caretta caretta) and green (Chelonia mydas) sea turtles. Journal of Thermal Biology 27(5):429-432. ",,,Journal of Thermal Biology,,
"Clapham, P.J., S.B. Young, and R.L. Brownell, Jr. 1999. Baleen whales: conservation issues and the status of the most endangered populations. Mammal Review 29(1):35-60. ",,,Mammal Review,,
"Chaloupka, M.Y., and C. Limpus. 2005. Estimates of sex- and age-class-specific survival probabilities for a southern Great Barrier Reef green sea turtle population. Marine Biology 146(6):1251-1261. ",,,Marine Biology,,
"Chaloupka, M.Y, T.M. Work, G.H. Balazs, S.K.K. Murakawa, and R. Morris. 2008. Cause-specific temporal and spatial trends in green sea turtle strandings in the Hawaiian Archipelago (1982-2003). Marine Biology 154(5):887-898. ",,,Marine Biology,,
"Eckert, S.A. 2006. High-use oceanic areas for Atlantic leatherback sea turtles (Dermochelys coriacea) as identified using satellite telemetered location and dive information. Marine Biology 149(5):1257-1267. ",,,Marine Biology,,
"Girard, C., A.D. Tucker, and B. Calmettes. 2009. Post-nesting migrations of loggerhead sea turtles in the Gulf of Mexico: dispersal in highly dynamic conditions. Marine Biology 156(9):1827-1839. ",,,Marine Biology,,
"Witherington, B.E. 2002. Ecology of neonate loggerhead turtles inhabiting lines of downwelling near a Gulf Stream front. Marine Biology 140(4):843-853. ",,,Marine Biology,,
"Gonzalez Carman, V., K. Alvarez, L. Prosdocimi, M.C. Inchaurraga, R. Dellacasa, A. Faiella, C. Echenique, R. Gonzalez, J. Andrejuk, H. Mianzan, C. Campagna, and D. Albareda. 2011. Argentinian coastal waters: a temperate habitat for three species of threatened sea turtles. Marine Biology Research 7:500-508. ",,,Marine Biology Research,,
"Chaloupka, M.Y., and C.J. Limpus. 1997. Robust statistical modelling of hawksbill sea turtle growth rates (southern Great Barrier Reef). Marine Ecology Progress Series 146(1-3):1-8. ",,,Marine Ecology Progress Series,,
"Diez, C.E., and R.P. Van Dam. 2002. Habitat effect on hawksbill turtle growth rates on feeding grounds at Mona and Monito Islands, Puerto Rico. Marine Ecology Progress Series 234:301-309. ",,,Marine Ecology Progress Series,,
"James, M.C., S.A. Sherrill-Mix, and R.A. Myers. 2007. Population characteristics and seasonal migrations of leatherback sea turtles at high latitudes. Marine Ecology Progress Series 337:245-254. ",,,Marine Ecology Progress Series,,
"Witt, M.J., A.C. Broderick, D.J. Johns, C. Martin, R. Penrose, M.S. Hoogmoed, and B.J. Godley. 2007. Prey landscapes help identify foraging habitats for leatherback turtles in the NE Atlantic. Marine Ecology Progress Series 337:231-243. ",,,Marine Ecology Progress Series,,
"Seney, E.E., and A.M. Landry, Jr. 2011. Movement patterns of immature and adult female Kemp’s ridley sea turtles in the northwestern Gulf of Mexico. Marine Ecology-Progress Series 440: 241-254. ",,,Marine Ecology-Progress Series,,
"Johnson, D.R., J.A. Browder, P. Brown-Eyo, and M.B. Robblee. 2012. Biscayne Bay commercial pink shrimp fisheries, 1986-2005. Marine Fisheries Review 74:28-43. ",,,Marine Fisheries Review,,
"Perry, S.L., D.P. DeMaster, and G.K. Silber. 1999. The great whales: history and status of six species listed as endangered under the U.S. Endangered Species Act of 1973. Marine Fisheries Review, Special Edition 61(1):59-74. ",,,Marine Fisheries Review,,
"Scott-Denton, E., P. Cryer, J. Gocke, M. Harrelson, K. Jones, J. Nance, J. Pulver, R. Smith, and J.A. Williams. 2006. Skimmer trawl fishery catch evaluations in coastal Louisiana, 2004 and 2005. Marine Fisheries Review 68:30-35. ",,,Marine Fisheries Review,,
"Laist, D.W., A.R. Knowlton, J.G. Mead, A.S. Collet, and M. Podesta. 2001. Collisions between ships and whales. Marine Mammal Science 17(1):35-75. ",,,Marine Mammal Science,,
"Terhune, J.M., and W.C. Verboom. 1999. Right whales and ship noise. Marine Mammal Science 15:256-258. ",,,Marine Mammal Science,,
"Jacob, S., P. Weeks, B. Blount, and M. Jepson. 2013. Development and evaluation of social indicators of vulnerability and resiliency for fishing communities in the Gulf of Mexico. Marine Policy 37:86-95. ",,,Marine Policy,,
"D’Ilio, S., D. Mattei, M.F. Blasi, A. Alimonti, and S. Bogialli. 2011. The occurrence of chemical elements and POPs in loggerhead turtles (Caretta caretta): an overview. Marine Pollution Bulletin 62(8):1606-1615. ",,,Marine Pollution Bulletin,,
"Law, R.J., C.F. Fileman, A.D. Hopkins, J.R. Baker, J. Harwood, D.B. Jackson, S. Kennedy, A.R. Martin, and R.J. Morris. 1991. Concentrations of trace metals in the livers of marine mammals (seals, porpoises and dolphins) from waters around the British Isles. Marine Pollution Bulletin 22(4):183-191. ",,,Marine Pollution Bulletin,,
"Mrosovsky, N., G.D. Ryan, and M.C. James. 2009. Leatherback turtles: the menace of plastic. Marine Pollution Bulletin 58(2):287-289. ",,,Marine Pollution Bulletin,,
"Huang, L., L. Nichols, J. Craig, and M. Smith. 2012. Measuring welfare losses from hypoxia: the case of North Carolina brown shrimp. Marine Resource Economics, Volume 27, pp. 3-23. ",,,Marine Resource Economics,,
"Eckert, S.A., and L. Sarti. 1997. Distant fisheries implicated in the loss of the world’s largest leatherback nesting population. Marine Turtle Newsletter 78:2-7. ",,,Marine Turtle Newsletter,,
"Jacobson, E.R. 1990. An update on green turtle fibropapilloma. Marine Turtle Newsletter 49:7-8. ",,,Marine Turtle Newsletter,,
"Lima, E.H.S.M., M.T.D. Melo, and P.C.R. Barata. 2010. Incidental capture of sea turtles by the lobster fishery off the Ceará Coast, Brazil. Marine Turtle Newsletter 128:16-19. ",,,Marine Turtle Newsletter,,
"Limpus, C.J., and D.J. Limpus. 2000. Mangroves in the diet of Chelonia mydas in Queensland, Australia. Marine Turtle Newsletter 89:13-15. ",,,Marine Turtle Newsletter,,
"Martins, R.E. 1996. Storm impacts on loggerhead turtle reproductive success. Marine Turtle Newsletter, 73:10-12. ",,,Marine Turtle Newsletter,,
"Ross, J.P. 2005. Hurricane effects on nesting Caretta caretta. Marine Turtle Newsletter, 108:13-14. ",,,Marine Turtle Newsletter,,
"Shaver, D.J., and C.W. Caillouet, Jr. 1998. More Kemp’s ridley turtles return to South Texas to nest. Marine Turtle Newsletter 82:1-5. ",,,Marine Turtle Newsletter,,
"Bass, A.L., D.A. Good, K.A. Bjorndal, J.I. Richardson, Z.M. Hillis, J.A. Horrocks, and B.W. Bowen. 1996. Testing models of female reproductive migratory behaviour and population structure in the Caribbean hawksbill turtle, Eretmochelys imbricata, with mtDNA sequences. Molecular Ecology 5:321-328. ",,,Molecular Ecology,,
"Laurent, L., P. Casale, M.N. Bradai, B.J. Godley, G. Gerosa, A.C. Broderick, W. Schroth, B. Schierwater, A.M. Levy, D. Freggi, E.M.A. El-Mawla, D.A. Hadoud, H.E. Gomati, M. Domingo, M. Hadjichristophorou, L. Kornaraky, F. Demirayak, and C.H. Gautier. 1998. Molecular resolution of marine turtle stock composition in fishery by-catch: a case study in the Mediterranean. Molecular Ecology 7:1529-1542. ",,,Molecular Ecology,,
"Greer, A.E.J., J.D.J. Lazell, and R.M. Wright. 1973. Anatomical evidence for a counter-current heat exchanger in the leatherback turtle (Dermochelys coriacea). Nature 244:181. ",,,Nature,,
"Paladino, F.V., M.P. O’Connor, and J.R. Spotila. 1990. Metabolism of leatherback turtles, gigantothermy, and thermoregulation of dinosaurs. Nature 344:858-860. ",,,Nature,,
"Rahmstorf, S. 1997. Risk of sea-change in the Atlantic. Nature 388:825-826. ",,,Nature,,
"Spotila, J.R., R.D. Reina, A.C. Steyermark, P.T. Plotkin, and F.V. Paladino. 2000. Pacific leatherback turtles face extinction. Nature 405:529-530. ",,,Nature,,
"Stocker, T.F., and A. Schmittner. 1997. Influence of CO2 emission rates on the stability of the thermohaline circulation. Nature 388:862-865. ",,,Nature,,
"Jones, J.B. 1992. Environmental impact of trawling on the seabed: a review. New Zealand Journal of Marine and Freshwater Research 26(1):59-67. ",,,New Zealand Journal of Marine and Freshwater Research,,
"Wallmo, K., and D. Lew. 2014. To market, to (hypothetical) market: protected species valuation research at NMFS. NMFS Protected Resources Economics Workshop, September 9-11, 2014, La Jolla, California. ",NOAA,,,,
"Coale, J.S., R.A. Rulifson, J.D. Murray, and R. Hines. 1994. Comparisons of shrimp catch and bycatch between a skimmer trawl and an otter trawl in the North Carolina inshore shrimp fishery. North American Journal of Fisheries Management 14:751-768. ",,,North American Journal of Fisheries Management,,
"López-Barrera, E.A., G.O. Longo, and E.L.A. Monteiro-Filho. 2012. Incidental capture of green turtle (Chelonia mydas) in gillnets of small-scale fisheries in the Paranaguá Bay, Southern Brazil. Ocean and Coastal Management 60:11-18. ",,,Ocean and Coastal Management,,
"Mazaris, A.D., G. Mastinos, and J.D. Pantis. 2009. Evaluating the impacts of coastal squeeze on sea turtle nesting. Ocean and Coastal Management 52:139-145. ",,,Ocean and Coastal Management,,
"Pike, D.A., and J.C. Stiner. 2007. Sea turtle species vary in their susceptibility to tropical cyclones. Oecologia 153:471-478. ",,,Oecologia,,
"Rivalan, P., A.C. Prevot-Julliard, R. Choquet, R. Pradel, B. Jacquemin, and M. Girondot. 2005. Trade-off between current reproductive effort and delay to next reproduction in the leatherback sea turtle. Oecologia 145(4):564-574. ",,,Oecologia,,
"Gaos A.R., F.A. Abreu-Grobois, J. Alfaro-Shigueto, D. Amorocho, R. Arauz, A. Baquero, R. Briseño, D. Chacón, C. Dueñas, M. Liles, G. Mariona, C. Muccio, J.P. Muñoz, W.J. Nichols, M. Peña, J.A. Seminoff, M. Vásquez, J. Urteaga, B. Wallace, I.L. Yañez, and P. Zárate. 2010. Signs of hope in the EP: international collaboration reveals encouraging status for a severely depleted population of hawksbill turtles Eretmochelys imbricata. Oryx 44:595-601. ",,,Oryx,,
"Troëng, S., D. Chacón, and B. Dick. 2004. Possible decline in leatherback turtle Dermochelys coriacea nesting along the coast of Caribbean Central America. Oryx 38:395-403. ",,,Oryx,,
"Southwood, A.L., R.D. Andrews, F.V. Paladino, and D.R. Jones. 2005. Effects of diving and swimming behavior on body temperatures of Pacific leatherback turtles in tropical seas. Physiological and Biochemical Zoology 78:285-297. ",,,Physiological and Biochemical Zoology,,
"Shillinger, G.L., D.M. Palacios, H. Bailey, S.J. Bograd, A.M. Swithenbank, P. Gaspar, B.P. Wallace, J.R. Spotila, F.V. Paladino, R. Piedra, S.A. Eckert, and B.A. Block. 2008. Persistent leatherback turtle migrations present opportunities for conservation. PLoS Biology 6(7):1408-1416. ",,,PLoS Biology,,
"Keithly, W., M. Travis, and H. Wang. 2015. The Gulf of Mexico shrimp processing sector and adaption to increasing imports. Proceedings of the 66th Gulf and Caribbean Fisheries Institute November 4-8, 2013, Corpus Christi, Texas, pp. 37-40. ",,,Proceedings of the 66th Gulf and Caribbean Fisheries Institute,,
"Herbst, L.H., E.R. Jacobson, R. Moretti, T. Brown, J.P. Sundberg, and P.A. Klein. 1995. An infectious etiology for green turtle fibropapillomatosis. Proceedings of the American Association for Cancer Research Annual Meeting 36:117. ",,,Proceedings of the American Association for Cancer Research Annual Meeting,,
"Goldenberg, S.B., C.W. Landsea, A.M. Mestas-Nuñez, and W.M. Gray. 2001. The recent increase in Atlantic hurricane activity: causes and implications. Science 293:474-479. ",,,Science,,
"Meylan, A.B. 1988. Spongivory in hawksbill turtles: a diet of glass. Science 239(4838):393-395. ",,,Science,,
"Webster, P.J., G.J. Holland, J.A. Curry, and H.R. Chang. 2005. Changes in tropical cyclone number, duration, and intensity in a warming environment. Science 309:1844-1846. ",,,Science,,
"Mayor, P.A., B. Phillips, and Z.M. Hillis-Starr. 1998. Results of the stomach content analysis on the juvenile hawksbill turtles of Buck Island Reef National Monument, U.S.V.I. Pages 230-233 in S.P. Epperly, and J. Braun (eds.), Seventeenth Annual Sea Turtle Symposium. ",,,Seventeenth Annual Sea Turtle Symposium,,
"Crowder, L., and S. Heppell. 2011. The decline and rise of a sea turtle: how Kemp’s ridleys are recovering in the Gulf of Mexico. Solutions 2(1):67-73. ",,,Solutions,,
"Poudel, P., and W. Keithly. 2008. Analysis of United States and European Union import demand for shrimp. Southern Agricultural Economics Association 2008 Annual Meeting, February 2-6, 2008, Dallas, Texas, 19 pp. ",,,Southern Agricultural Economics Association 2008 Annual Meeting,,
"Doughty, R.W. 1984. Sea turtles in Texas: a forgotten commerce. Southwestern Historical Quarterly 88:43-70. ",,,Southwestern Historical Quarterly,,
"Gerstein, E.R., L. Gerstein, S.E. Forsythe, and J.E. Blue. 1999. The underwater audiogram of the West Indian manatee (Trichechus manatus). The Journal of the Acoustical Society of America 105(6):3575-3583. ",,,The Journal of the Acoustical Society of America,,
"Caldwell, D.K. and A. Carr. 1957. Status of the sea turtle fishery in Florida. Transactions of the 22nd North American Wildlife Conference, pp. 457-463. ",,,Transactions of the 22nd North American Wildlife Conference,,
"Schroeder, B.A., and A.M. Foley. 1995. Population studies of marine turtles in Florida Bay. J.I. Richardson, and T.H. Richardson (eds.), Twelfth Annual Workshop on Sea Turtle Biology and Conservation. ",,,Twelfth Annual Workshop on Sea Turtle Biology and Conservation,,
"Mortimer, J.A., M. Day, and D. Broderick. 2002. Sea turtle populations of the Chagos Archipelago, British Indian Ocean Territory. Pages 47-49 in A. Mosier, A. Foley, and B. Brost (eds.), Twentieth Annual Symposium on Sea Turtle Biology and Conservation. ",,,Twentieth Annual Symposium on Sea Turtle Biology and Conservation,,
"Foley, A.M., B.A. Schroeder, and S.L. MacPherson. 2008. Post-nesting migrations and resident areas of Florida loggerheads (Caretta caretta). Pages 75-76 in H.J. Kalb, A.S. Rhode, K. Gayheart, and K. Shanker (eds.), Twenty-Fifth Annual Symposium on Sea Turtle Biology and Conservation. U.S. Department of Commerce, Savannah, Georgia. ",,,Twenty-Fifth Annual Symposium on Sea Turtle Biology and Conservation,,
"Dwyer, K.L., C.E. Ryder, and R. Prescott. 2003. Anthropogenic mortality of leatherback turtles in Massachusetts waters. Pages 260 in J. A. Seminoff (ed.), Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation, Miami, Florida. ",,,Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation,,
"Hilterman, M., E. Goverse, M. Godfrey, M. Girondot, and C. Sakimin. 2003. Seasonal sand temperature profiles of four major leatherback nesting beaches in the Guyana Shield. Pages 189-190 in J.A. Seminoff (ed.), Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation.",,,Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation,,
"McMichael, E., R.R. Carthy, and J.A. Seminoff. 2003. Evidence of homing behavior in juvenile green turtles in the northeastern Gulf of Mexico. Pages 223-224 in J. A. Seminoff (ed.), Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation. ",,,Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation,,
"Mortimer, J.A., J. Collie, T. Jupiter, R. Chapman, A. Liljevik, and B. Betsy. 2003. Growth rates of immature hawksbills (Eretmochelys imbricata) at Aldabra Atoll, Seychelles (Western Indian Ocean). Pages 247-248 in J.A. Seminoff (ed.), Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation. ",,,Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation,,
"Zurita, J.C., R. Herrera, A. Arenas, M.E. Torres, C. Calderón, L. Gómez, J.C. Alvarado, and R. Villavicencia. 2003. Nesting loggerhead and green sea turtles in Quintana Roo, Mexico. Pages 25-127 in J.A. Seminoff (ed.), Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation, Miami, Florida. ",,,Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation,,
"Bresette, M., R.A. Scarpino, D.A. Singewald, and E.P. de Maye. 2006. Recruitment of post-pelagic green turtles (Chelonia mydas) to nearshore reefs on Florida’s southeast coast. Pages 288 in M. Frick, A. Panagopoulou, A.F. Rees, and K. Williams (eds.), Twenty-Sixth Annual Symposium on Sea Turtle Biology and Conservation. International Sea Turtle Society, Athens, Greece. ",,,Twenty-Sixth Annual Symposium on Sea Turtle Biology and Conservation,,
"Eguchi, T., P.H. Dutton, S.A. Garner, and J. Alexander-Garner. 2006. Estimating juvenile survival rates and age at first nesting of leatherback turtles at St. Croix, U.S. Virgin Islands. Pages 292-293 in M. Frick, A. Panagopoulou, A.F. Rees, and K. Williams (eds.), Twenty-Sixth Annual Symposium on Sea Turtle Biology and Conservation. International Sea Turtle Society, Athens, Greece. ",,,Twenty-Sixth Annual Symposium on Sea Turtle Biology and Conservation,,
"FitzSimmons, N.N., L.W. Farrington, M.J. McCann, C.J. Limpus, and C. Moritz. 2006. Green turtle populations in the Indo-Pacific: a (genetic) view from microsatellites. Pages 111 in N. Pilcher (ed.), Twenty-Third Annual Symposium on Sea Turtle Biology and Conservation. ",,,Twenty-Third Annual Symposium on Sea Turtle Biology and Conservation,,
"Schulz, J.P. 1975. Sea turtles nesting in Surinam. Zoologische Verhandelingen 143:3-172. ",,,Zoologische Verhandelingen,,
"Ackerman, R.A. 1997. The nest environment and embryonic development of sea turtles. In: The Biology of Sea Turtles, pp. 83-106, P.L. Lutz and J.A. Musick (eds.). CRC Press, New York, 432 pp. ",,,,,Book
"Amos, A.F. 1989. The occurrence of hawksbills (Eretmochelys imbricata) along the Texas Coast. In Ninth Annual Workshop on Sea Turtle Conservation and Biology, pp. 9-11, S.A. Eckert, K. L. Eckert, and T. H. Richardson (eds.). ",,Organization,,,
"Arendt, M., J. Byrd, A. Segars, P. Maier, J. Schwenter, J.B.D. Burgess, J.D. Whitaker, L. Liguori, L. Parker, D. Owens, and G. Blanvillain. 2009. Examination of local movement and migratory behavior of sea turtles during spring and summer along the Atlantic coast off the southeastern United States. South Carolina Department of Natural Resources, Marine Resources Division, Charleston, South Carolina. ",South Carolina Department of Natural Resources,,,,
"Balazs, G.H. 1982. Growth rates of immature green turtles in the Hawaiian Archipelago. In: Biology and Conservation of Sea Turtles, pp. 117-125, K.A. Bjorndal (ed.). Smithsonian Institution Press, Washington, D.C. ",,,,,Book
"Balazs, G.H. 1983. Recovery records of adult green turtles observed or originally tagged at French Frigate Shoals, Northwestern Hawaiian Islands. National Oceanographic and Atmospheric Administration, National Marine Fisheries Service, NOAA-TM-NMFS-SWFC-36. ",NOAA,,,,
"Balazs, G.H. 1985. Impact of ocean debris on marine turtles: entanglement and ingestion. Pages 387-429 in R.S. Shomura and H. O. Yoshida (eds.). Workshop on the Fate and Impact of Marine Debris, Honolulu, Hawaii. ",,Organization,,,
"Barnette, M.C. 2001. A review of the fishing gear utilized within the Southeast Region and their potential impacts on essential fish habitat. NOAA Technical Memorandum, NMFS-SEFSC-449, 62 pp. ",NOAA,,,,
"Bjork, M., F. Short, E. McLeod, and S. Beers. 2008. Managing seagrasses for resilience to climate change. IUCN, Gland, Switzerland. ",,Organization,,,
"Bjorndal, K.A. 1982. The consequences of herbivory for life history pattern of the Caribbean green turtle, Chelonia mydas. Pages 111-116 in Biology and Conservation of Sea Turtles. Smithsonian Institution, Washington, D. C. ",,,,,Book
"Bjorndal, K.A. 1997. Foraging ecology and nutrition of sea turtles. Pages 199-231 in The Biology of Sea Turtles. CRC Press, Boca Raton, Florida. ",,,,,Book
"Bjorndal, K.A., and A.B. Bolten. 2002. Proceedings of a workshop on assessing abundance and trends for in-water sea turtle populations. National Oceanographic and Atmospheric Administration, National Marine Fisheries Service, NMFS-SEFSC-445. ",NOAA,,,,
"Bolten, A.B., and B. Witherington. 2003. Loggerhead sea turtles. Smithsonian Books, Washington, D.C. ",,,,,Book
"Boulan, R.H., Jr. 1983. Some notes on the population biology of green (Chelonia mydas) and hawksbill (Eretmochelys imbricata) turtles in the northern U.S. Virgin Islands: 1981-1983. Report to the National Marine Fisheries Service, Grant No. NA82-GA-A-00044. ",NOAA,,,,
"Bowen, B.W., and W.N. Witzell. 1996. Proceedings of the international symposium on sea turtle conservation genetics. National Oceanographic and Atmospheric Administration, National Marine Fisheries Service, NMFS-SEFSC-396. ",NOAA,,,,
"Brautigam, A., and K.L. Eckert. 2006. Turning the tide: exploitation, trade and management of marine turtles in the Lesser Antilles, Central America, Columbia and Venezuela. TRAFFIC International, Cambridge, United Kingdom. ",,Organization,,,
"Bresette, M., A.M. Foley, D.A. Singewald, K.E. Singel, R.M. Herren, and A.E. Redlow. 2003. The first report of oral tumors associated with green turtle fibropapillomatosis in Florida. Marine Turtle Newsletter 101:21-23. ",,Organization,,,
"Brown, K. 2016. Pilot study: characterization of bycatch and discards, including protected species interactions, in the commercial skimmer trawl fishery in North Carolina. Final Report to the Atlantic Coastal Cooperative Statistics Program and the National Oceanic and Atmospheric Administration National Marine Fisheries Service for the study period August 2014 - December 2015. North Carolina Department of Environmental Quality, Division of Marine Fisheries, Morehead City, North Carolina. 36 pp. ",North Carolina Department of Environmental Quality,,,,
"Cappo, M., D.M. Alongi, D. Williams, and N. Duke. 1998. A review and synthesis of Australian fisheries habitat research. Volume 2: Scoping Review, Issue 4: Effects of Harvesting on Biodiversity and Ecosystems. FRDC 95/055. ",,Organization,,,
"Carr, A. 1984. The sea turtle: so excellent a fishe. University of Texas Press, Austin, Texas. ",,,,,Book
"Carr, A. 1986. New perspectives on the pelagic stage of sea turtle development. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Center. NOAA Technical Memorandum NMFS-SEFC-190. ",NOAA,,,,
"CEAA. 1999. Cumulative effects assessment practitioners guide. Section 2.1, Cumulative effects defined. Canadian Environmental Assessment Agency. ",Canadian Environmental Assessment Agency,,,,
"CEQ. 1997. Considering cumulative effects under the National Environmental Policy Act. Council on Environmental Quality, Executive Office of the President, Washington, D.C. ",US Council of Environmental Quality,,,,
"Chaloupka, M.Y., and J.A. Musick. 1997. Age growth and population dynamics. Pages 233-276 in P.L. Lutz, and J.A. Musick (eds), The Biology of Sea Turtles. CRC Press, Boca Raton, Florida. ",,,,,Book
"Church, J.A., J.M. Gregory, P. Huybrechts, M. Kuhn, K. Lambeck, M.T. Nhuan, D. Qin, and P.L. Woodworth. 2001. Changes in sea level. In: Climate Change 2001: The Scientific Basis, Houghton and Ding (eds.). Cambridge University Press, New York. ",,,,,Book
"Clifton, K.B. 2005. Skeletal biomechanics of the Florida manatee (Trichechus manatus latirostris). PhD dissertation, University of Florida, Gainesville, Florida. ",,,,University,
"Conant, T.A., P.H. Dutton, T. Eguchi, S.P. Epperly, C.C. Fahy, M.H. Godfrey, S.L. MacPherson, E.E. Possardt, B.A. Schroeder, J.A. Seminoff, M.L. Snover, C.M. Upite, and B.E. Witherington. 2009. Loggerhead sea turtle (Caretta caretta) 2009 status review under the U.S. Endangered Species Act. Report of the Loggerhead Biological Review Team to the National Marine Fisheries Service, August 2009, 222 pp. ",NOAA,,,,
"Diez, C.E., and R.P. Van Dam. 2007. In-water surveys for marine turtles at foraging grounds of Culebra Archipelago, Puerto Rico. Progress Report: FY 2006-2007. Unpublished technical report. ",,Organization,,,
"Dodd, C.K. 1988. Synopsis of the biological data on the loggerhead sea turtle Caretta caretta (Linnaeus 1758). U.S. Fish and Wildlife Service 88(14). ",US FWS,,,,
"Dow, W., K. Eckert, M. Palmer, and P. Kramer. 2007. An atlas of sea turtle nesting habitat for the wider Caribbean region. The Wider Caribbean Sea Turtle Conservation Network and The Nature Conservancy, Beaufort, North Carolina. ",,Organization,,,
DWH Trustees. 2016. Deepwater Horizon oil spill: final programmatic damage assessment and restoration plan and final programmatic environmental impact statement. Retrieved from http://www.gulfspillrestoration.noaa.gov/restoration-planning/gulf-plan/. ,,Organization,,,
"Eckert, K.L. 1995. Hawksbill sea turtle (Eretmochelys imbricata). Pages 76-108 in National Marine Fisheries Service and U.S. Fish and Wildlife Service Status Reviews for Sea Turtles Listed under the Endangered Species Act of 1973. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Silver Springs, Maryland. ",NOAA,,,,
"Eckert, K.L., J.A. Overing, and B.B. Lettsome. 1992. Sea turtle recovery action plan for the British Virgin Islands. UNEP Caribbean Environment Programme, Wider Caribbean Sea Turtle Recovery Team and Conservation Network, Kingston, Jamaica. ",,Organization,,,
"Eckert, K.L., B.P. Wallace, J.G. Frazier, S.A. Eckert, and P.C.H. Pritchard. 2012. Synopsis of the biological data on the leatherback sea turtle (Dermochelys coriacea). U.S. Fish and Wildlife Service. ",US FWS,,,,
"Eckert, S.A. 1989. Diving and foraging behavior of the leatherback sea turtle, Dermochelys coriacea. University of Georgia, Athens, Georgia. ",,,,University,
"Epperly, S., L. Avens, L. Garrison, T. Henwood, W. Hoggard, J. Mitchell, J. Nance, J. Poffenberger, C. Sasso, E. Scott-Denton, and C. Yeung. 2002. Analysis of sea turtle bycatch in the commercial shrimp fisheries of southeast U.S. waters and the Gulf of Mexico. NOAA Technical Memorandum NMFS-SEFSC-490. 88pp. ",NOAA,,,,
"Fleming, E.H. 2001. Swimming against the tide: recent surveys of exploitation, trade, and management of marine turtles in the Northern Caribbean. TRAFFIC North America, Washington, D.C. ",,Organization,,,
"Fretey, J. 2001. Biogeography and conservation of marine turtles of the Atlantic coast of Africa. CMS Technical Series Publication Number 6. 429 pp. UNEP/CMS Secretariat, Bonn, Germany. ",,Organization,,,
FWC. 2010. Florida Fish and Wildlife Conservation Commission’s Fish and Wildlife Research Institute 2010 statewide sea turtle nesting totals. Available online at: http://myfwc.com/research/wildlife/sea-turtles/nesting/. ,,Organization,,,
"Gagosian, R.B. 2003. Abrupt climate change: should we be worried? Prepared for a panel on abrupt climate change at the World Economic Forum, Davos, Switzerland, January 27, 2003. 9 pp. ",,Organization,,,
"Gavilan, F.M. 2001. Status and distribution of the loggerhead turtle, Caretta caretta, in the wider Caribbean region. Pages 36-40 in K.L. Eckert and F.A. Abreu Grobois (eds.), Marine Turtle Conservation in the Wider Caribbean Region - A Dialogue for Effective Regional Management, Santo Domingo, Dominican Republic. ",,,,,Book
"Gladys Porter Zoo. 2013. Gladys Porter Zoo’s preliminary annual report on the Mexico/United States of America population restoration project for the Kemp’s ridley sea turtle, Lepidochelys kempii, on the coasts of Tamaulipas, Mexico. ",,Organization,,,
"Gladys Porter Zoo. 2015. Gladys Porter Zoo’s preliminary annual report on the Mexico/United States of America population restoration project for the Kemp’s ridley sea turtle, Lepidochelys kempii, on the coasts of Tamaulipas, Mexico. ",,Organization,,,
"GMFMC. 1979. Fishery Management Plan for the Stone Crab Fishery of the Gulf of Mexico. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 1981. Fishery Management Plan for the Shrimp Fishery of the Gulf, United States Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 1982. Fishery Management Plan for the Reef Fish Fishery of the Gulf of Mexico, United States Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 1986. Secretarial Fishery Management Plan for the Red Drum Fishery of the Gulf of Mexico. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 1998. Generic amendment for addressing essential fish habitat requirements in the following Fishery Management plans of the Gulf of Mexico: Shrimp Fishery of the Gulf of Mexico, United States waters; Red Drum Fishery of the Gulf of Mexico, Reef Fish Fishery of the Gulf of Mexico, Coastal Migratory Pelagic Resources (Mackerel) in the Gulf of Mexico and South Atlantic; Stone Crab Fishery of the Gulf of Mexico; Spiny Lobster Fishery of the Gulf of Mexico; Coral and Coral Reefs of the Gulf of Mexico. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
